,noc,season,year,athletes,athletes_female_percentage,avg_age,agv_height,avg_weight,prev_medals,prev_gold_medals,sports,events,total_medals
1990,NAM,1,2004,8,0.125,33.0,174.0,71.0,0.0,0.0,5,9,0
1991,NAM,1,2008,10,0.4,30.0,173.0,60.0,0.0,0.0,4,10,0
1992,NAM,1,2012,9,0.4444444444444444,28.0,171.0,60.0,0.0,0.0,5,8,0
1993,NAM,1,2016,10,0.6,31.0,172.0,59.0,0.0,0.0,4,9,0
1994,AHO,1,1952,11,0.0,24.0,175.0,70.0,0.0,0.0,1,1,0
1995,AHO,1,1960,5,0.0,27.0,171.0,84.0,0.0,0.0,1,4,0
1996,AHO,1,1964,4,0.0,29.0,172.0,70.0,0.0,0.0,2,4,0
1997,AHO,1,1968,5,0.4,31.0,174.0,68.0,0.0,0.0,2,4,0
1998,AHO,1,1972,2,0.0,39.0,164.0,86.0,0.0,0.0,2,2,0
1999,AHO,1,1976,4,0.0,27.0,175.0,68.0,0.0,0.0,2,4,0
2000,AHO,1,1984,8,0.625,19.0,180.0,70.0,0.0,0.0,3,10,0
2001,AHO,1,1988,3,0.3333333333333333,25.0,184.0,75.0,0.0,0.0,3,4,1
2002,AHO,1,1992,4,0.25,31.0,177.0,77.0,1.0,0.0,3,4,0
2003,AHO,1,1996,6,0.0,31.0,177.0,78.0,0.0,0.0,5,7,0
2004,AHO,1,2000,7,0.1428571428571428,31.0,180.0,80.0,0.0,0.0,6,8,0
2005,AHO,1,2004,3,0.0,33.0,184.0,80.0,0.0,0.0,2,3,0
2006,AHO,1,2008,3,0.0,23.0,179.0,75.0,0.0,0.0,3,4,0
2007,ISL,1,1908,1,0.0,24.0,174.0,70.0,0.0,0.0,1,1,0
2008,ISL,1,1912,2,0.0,23.0,175.0,70.0,0.0,0.0,2,2,0
2009,ISL,1,1936,12,0.0,24.0,175.0,70.0,0.0,0.0,2,6,0
2010,ISL,1,1948,20,0.15,22.0,178.0,72.0,0.0,0.0,3,18,0
2011,ISL,1,1952,9,0.0,24.0,177.0,71.0,0.0,0.0,1,11,0
2012,ISL,1,1956,2,0.0,22.0,182.0,81.0,0.0,0.0,1,2,1
2013,ISL,1,1960,9,0.1111111111111111,25.0,184.0,76.0,1.0,0.0,2,11,0
2014,ISL,1,1964,4,0.25,24.0,184.0,70.0,0.0,0.0,2,5,0
2015,ISL,1,1968,8,0.25,26.0,183.0,74.0,0.0,0.0,3,15,0
2016,ISL,1,1972,25,0.04,24.0,181.0,78.0,0.0,0.0,4,16,0
2017,ISL,1,1976,13,0.3076923076923077,22.0,177.0,75.0,0.0,0.0,4,22,0
2018,ISL,1,1980,9,0.0,24.0,186.0,91.0,0.0,0.0,3,11,0
2019,ISL,1,1984,30,0.1,24.0,184.0,81.0,0.0,0.0,5,17,1
2020,ISL,1,1988,32,0.125,25.0,184.0,82.0,1.0,0.0,5,25,0
2021,ISL,1,1992,27,0.1111111111111111,28.0,182.0,82.0,0.0,0.0,6,15,0
2022,ISL,1,1996,9,0.4444444444444444,22.0,175.0,69.0,0.0,0.0,5,15,0
2023,ISL,1,2000,18,0.5,23.0,178.0,71.0,0.0,0.0,5,28,1
2024,ISL,1,2004,26,0.1923076923076923,26.0,184.0,80.0,1.0,0.0,5,20,0
2025,ISL,1,2008,27,0.2592592592592592,26.0,187.0,86.0,0.0,0.0,5,18,1
2026,ISL,1,2012,27,0.2222222222222222,27.0,186.0,83.0,1.0,0.0,6,20,0
2027,ISL,1,2016,8,0.625,24.0,178.0,74.0,0.0,0.0,4,14,0
2028,ASA,1,1988,6,0.0,27.0,178.0,89.0,0.0,0.0,4,6,0
2029,ASA,1,1992,3,0.0,26.0,175.0,77.0,0.0,0.0,2,3,0
2030,ASA,1,1996,7,0.1428571428571428,31.0,174.0,77.0,0.0,0.0,5,6,0
2031,ASA,1,2000,4,0.25,27.0,180.0,103.0,0.0,0.0,3,4,0
2032,ASA,1,2004,3,0.3333333333333333,30.0,172.0,92.0,0.0,0.0,2,3,0
2033,ASA,1,2008,4,0.5,24.0,174.0,68.0,0.0,0.0,3,4,0
2034,ASA,1,2012,4,0.25,22.0,172.0,80.0,0.0,0.0,3,4,0
2035,ASA,1,2016,4,0.25,26.0,177.0,76.0,0.0,0.0,3,4,0
2036,SAM,1,1984,8,0.0,27.0,178.0,84.0,0.0,0.0,3,9,0
2037,SAM,1,1988,11,0.0,23.0,173.0,74.0,0.0,0.0,4,11,0
2038,SAM,1,1992,5,0.0,24.0,171.0,78.0,0.0,0.0,2,5,0
2039,SAM,1,1996,5,0.2,24.0,176.0,79.0,0.0,0.0,3,5,0
2040,SAM,1,2000,5,0.2,24.0,175.0,73.0,0.0,0.0,5,5,0
2041,SAM,1,2004,3,0.3333333333333333,27.0,176.0,92.0,0.0,0.0,2,3,0
2042,SAM,1,2008,6,0.3333333333333333,30.0,178.0,90.0,0.0,0.0,5,7,0
2043,SAM,1,2012,8,0.375,29.0,180.0,88.0,0.0,0.0,6,9,0
2044,SAM,1,2016,8,0.375,27.0,171.0,70.0,0.0,0.0,5,9,0
2045,RWA,1,1984,3,0.3333333333333333,25.0,169.0,63.0,0.0,0.0,1,6,0
2046,RWA,1,1988,6,0.5,24.0,164.0,58.0,0.0,0.0,1,7,0
2047,RWA,1,1992,10,0.3,24.0,174.0,68.0,0.0,0.0,2,8,0
2048,RWA,1,1996,4,0.0,23.0,176.0,63.0,0.0,0.0,1,4,0
2049,RWA,1,2000,5,0.4,22.0,176.0,68.0,0.0,0.0,2,5,0
2050,RWA,1,2004,5,0.4,26.0,171.0,62.0,0.0,0.0,2,5,0
2051,RWA,1,2008,4,0.5,25.0,172.0,62.0,0.0,0.0,2,4,0
2052,RWA,1,2012,7,0.2857142857142857,24.0,167.0,61.0,0.0,0.0,4,7,0
2053,RWA,1,2016,7,0.4285714285714285,28.0,172.0,67.0,0.0,0.0,3,7,0
2054,DMA,1,1996,6,0.3333333333333333,28.0,173.0,66.0,0.0,0.0,2,6,0
2055,DMA,1,2000,4,0.5,23.0,177.0,67.0,0.0,0.0,2,4,0
2056,DMA,1,2004,2,0.5,22.0,172.0,64.0,0.0,0.0,1,2,0
2057,DMA,1,2008,2,0.0,25.0,176.0,73.0,0.0,0.0,1,2,0
2058,DMA,1,2012,2,0.5,22.0,174.0,62.0,0.0,0.0,1,2,0
2059,DMA,1,2016,2,0.5,25.0,179.0,74.0,0.0,0.0,1,2,0
2060,HAI,1,1900,3,0.0,24.0,175.0,70.0,0.0,0.0,2,4,1
2061,HAI,1,1924,8,0.0,24.0,174.0,69.0,0.0,0.0,2,9,1
2062,HAI,1,1928,2,0.0,24.0,169.0,60.0,1.0,0.0,1,3,1
2063,HAI,1,1932,3,0.0,28.0,173.0,66.0,1.0,0.0,2,3,0
2064,HAI,1,1960,1,0.0,27.0,175.0,89.0,0.0,0.0,1,1,0
2065,HAI,1,1972,7,0.1428571428571428,22.0,173.0,68.0,0.0,0.0,1,7,0
2066,HAI,1,1976,13,0.2307692307692307,25.0,171.0,66.0,0.0,0.0,2,14,0
2067,HAI,1,1984,3,0.6666666666666666,26.0,175.0,69.0,0.0,0.0,2,2,0
2068,HAI,1,1988,4,0.25,27.0,179.0,85.0,0.0,0.0,2,5,0
2069,HAI,1,1992,7,0.0,28.0,177.0,74.0,0.0,0.0,2,8,0
2070,HAI,1,1996,7,0.0,25.0,179.0,76.0,0.0,0.0,4,7,0
2071,HAI,1,2000,5,0.4,24.0,170.0,68.0,0.0,0.0,3,5,0
2072,HAI,1,2004,8,0.125,26.0,179.0,81.0,0.0,0.0,4,8,0
2073,HAI,1,2008,7,0.5714285714285714,27.0,175.0,77.0,0.0,0.0,3,7,0
2074,HAI,1,2012,5,0.4,25.0,176.0,72.0,0.0,0.0,2,5,0
2075,HAI,1,2016,10,0.3,26.0,175.0,68.0,0.0,0.0,7,10,0
2076,MLT,1,1928,9,0.0,24.0,175.0,70.0,0.0,0.0,1,1,0
2077,MLT,1,1936,11,0.0,23.0,175.0,70.0,0.0,0.0,2,2,0
2078,MLT,1,1948,1,0.0,23.0,175.0,70.0,0.0,0.0,1,1,0
2079,MLT,1,1960,10,0.0,27.0,169.0,72.0,0.0,0.0,4,6,0
2080,MLT,1,1968,1,0.0,33.0,169.0,72.0,0.0,0.0,1,1,0
2081,MLT,1,1972,5,0.0,26.0,168.0,66.0,0.0,0.0,2,2,0
2082,MLT,1,1980,8,0.125,26.0,170.0,60.0,0.0,0.0,3,5,0
2083,MLT,1,1984,7,0.2857142857142857,27.0,172.0,70.0,0.0,0.0,5,6,0
2084,MLT,1,1988,6,0.1666666666666666,24.0,168.0,64.0,0.0,0.0,4,6,0
2085,MLT,1,1992,6,0.5,26.0,164.0,58.0,0.0,0.0,4,8,0
2086,MLT,1,1996,7,0.4285714285714285,27.0,176.0,70.0,0.0,0.0,5,10,0
2087,MLT,1,2000,7,0.4285714285714285,26.0,175.0,68.0,0.0,0.0,5,7,0
2088,MLT,1,2004,7,0.4285714285714285,23.0,172.0,71.0,0.0,0.0,5,7,0
2089,MLT,1,2008,6,0.5,23.0,175.0,75.0,0.0,0.0,4,6,0
2090,MLT,1,2012,5,0.4,25.0,174.0,73.0,0.0,0.0,3,5,0
2091,MLT,1,2016,7,0.4285714285714285,29.0,171.0,74.0,0.0,0.0,4,8,0
2092,CYP,1,1980,14,0.1428571428571428,24.0,176.0,72.0,0.0,0.0,3,13,0
2093,CYP,1,1984,10,0.0,30.0,176.0,70.0,0.0,0.0,4,9,0
2094,CYP,1,1988,9,0.2222222222222222,28.0,174.0,65.0,0.0,0.0,4,10,0
2095,CYP,1,1992,17,0.2352941176470588,25.0,178.0,74.0,0.0,0.0,8,17,0
2096,CYP,1,1996,17,0.1176470588235294,25.0,179.0,78.0,0.0,0.0,5,16,0
2097,CYP,1,2000,22,0.2272727272727272,26.0,180.0,72.0,0.0,0.0,4,20,0
2098,CYP,1,2004,20,0.35,26.0,177.0,71.0,0.0,0.0,7,20,0
2099,CYP,1,2008,17,0.5882352941176471,25.0,174.0,67.0,0.0,0.0,6,17,0
2100,CYP,1,2012,13,0.3076923076923077,26.0,178.0,74.0,0.0,0.0,7,12,1
2101,CYP,1,2016,15,0.4,25.0,176.0,69.0,1.0,0.0,6,19,0
2102,GUI,1,1968,15,0.0,24.0,172.0,66.0,0.0,0.0,1,1,0
2103,GUI,1,1980,9,0.0,26.0,172.0,65.0,0.0,0.0,3,10,0
2104,GUI,1,1984,1,0.0,33.0,167.0,71.0,0.0,0.0,1,1,0
2105,GUI,1,1988,6,0.0,23.0,173.0,71.0,0.0,0.0,3,7,0
2106,GUI,1,1992,8,0.25,25.0,175.0,65.0,0.0,0.0,2,11,0
2107,GUI,1,1996,5,0.2,21.0,178.0,72.0,0.0,0.0,2,5,0
2108,GUI,1,2000,6,0.5,24.0,175.0,74.0,0.0,0.0,4,6,0
2109,GUI,1,2004,3,0.3333333333333333,23.0,179.0,72.0,0.0,0.0,3,4,0
2110,GUI,1,2008,5,0.6,24.0,179.0,70.0,0.0,0.0,3,5,0
2111,GUI,1,2012,4,0.5,23.0,170.0,80.0,0.0,0.0,3,4,0
2112,GUI,1,2016,5,0.6,20.0,168.0,70.0,0.0,0.0,3,5,0
2113,BIZ,1,1968,7,0.0,30.0,172.0,65.0,0.0,0.0,4,6,0
2114,BIZ,1,1972,1,0.0,66.0,175.0,76.0,0.0,0.0,1,2,0
2115,BIZ,1,1976,4,0.0,40.0,176.0,68.0,0.0,0.0,2,4,0
2116,BIZ,1,1984,11,0.0,23.0,175.0,69.0,0.0,0.0,3,7,0
2117,BIZ,1,1988,10,0.0,23.0,175.0,67.0,0.0,0.0,2,7,0
2118,BIZ,1,1992,10,0.1,23.0,178.0,70.0,0.0,0.0,2,10,0
2119,BIZ,1,1996,5,0.6,27.0,176.0,63.0,0.0,0.0,2,5,0
2120,BIZ,1,2000,2,0.5,21.0,178.0,75.0,0.0,0.0,1,2,0
2121,BIZ,1,2004,2,0.5,24.0,177.0,71.0,0.0,0.0,1,2,0
2122,BIZ,1,2008,4,0.25,27.0,176.0,71.0,0.0,0.0,2,4,0
2123,BIZ,1,2012,3,0.3333333333333333,28.0,164.0,67.0,0.0,0.0,2,3,0
2124,BIZ,1,2016,3,0.3333333333333333,28.0,184.0,80.0,0.0,0.0,2,3,0
2125,YMD,1,1988,5,0.0,24.0,175.0,66.0,0.0,0.0,2,5,0
2126,KOR,1,1948,46,0.0217391304347826,26.0,176.0,70.0,0.0,0.0,7,24,2
2127,KOR,1,1952,19,0.0526315789473684,26.0,175.0,70.0,2.0,0.0,6,16,2
2128,KOR,1,1956,35,0.0,25.0,174.0,69.0,2.0,0.0,7,23,2
2129,KOR,1,1960,35,0.0571428571428571,24.0,168.0,63.0,2.0,0.0,9,38,0
2130,KOR,1,1964,154,0.1688311688311688,24.0,169.0,63.0,0.0,0.0,17,93,3
2131,KOR,1,1968,54,0.2407407407407407,24.0,171.0,66.0,3.0,0.0,11,43,2
2132,KOR,1,1972,42,0.238095238095238,24.0,174.0,68.0,2.0,0.0,8,24,1
2133,KOR,1,1976,50,0.24,25.0,173.0,68.0,1.0,0.0,5,27,6
2134,KOR,1,1984,175,0.3371428571428571,22.0,172.0,67.0,0.0,0.0,19,96,19
2135,KOR,1,1988,401,0.3291770573566084,22.0,173.0,67.0,19.0,6.0,27,218,33
2136,KOR,1,1992,226,0.3185840707964602,22.0,174.0,70.0,33.0,12.0,24,134,28
2137,KOR,1,1996,303,0.3729372937293729,23.0,175.0,70.0,28.0,12.0,25,160,27
2138,KOR,1,2000,281,0.3772241992882562,25.0,174.0,69.0,27.0,7.0,26,144,28
2139,KOR,1,2004,264,0.4507575757575757,25.0,173.0,68.0,28.0,8.0,25,149,30
2140,KOR,1,2008,265,0.4,25.0,174.0,70.0,30.0,9.0,27,142,31
2141,KOR,1,2012,250,0.46,26.0,173.0,68.0,31.0,13.0,25,140,28
2142,KOR,1,2016,207,0.5024154589371981,26.0,173.0,68.0,28.0,13.0,26,117,21
2143,THA,1,1952,8,0.0,25.0,175.0,70.0,0.0,0.0,1,7,0
2144,THA,1,1956,35,0.0,25.0,174.0,69.0,0.0,0.0,5,14,0
2145,THA,1,1960,20,0.0,28.0,169.0,65.0,0.0,0.0,4,16,0
2146,THA,1,1964,54,0.1296296296296296,26.0,169.0,63.0,0.0,0.0,8,41,0
2147,THA,1,1968,41,0.0,27.0,170.0,62.0,0.0,0.0,6,18,0
2148,THA,1,1972,33,0.0,30.0,168.0,62.0,0.0,0.0,7,21,0
2149,THA,1,1976,42,0.0714285714285714,27.0,170.0,61.0,0.0,0.0,11,33,1
2150,THA,1,1984,35,0.2857142857142857,28.0,168.0,60.0,0.0,0.0,5,25,1
2151,THA,1,1988,14,0.1428571428571428,25.0,167.0,61.0,1.0,0.0,4,12,1
2152,THA,1,1992,46,0.5,23.0,167.0,59.0,1.0,0.0,9,47,1
2153,THA,1,1996,37,0.3243243243243243,22.0,171.0,65.0,1.0,0.0,10,42,2
2154,THA,1,2000,52,0.3461538461538461,23.0,171.0,63.0,2.0,1.0,11,51,3
2155,THA,1,2004,42,0.4285714285714285,26.0,170.0,64.0,3.0,1.0,13,46,8
2156,THA,1,2008,47,0.5319148936170213,25.0,168.0,60.0,8.0,3.0,12,43,4
2157,THA,1,2012,37,0.4864864864864865,25.0,169.0,65.0,4.0,2.0,15,37,3
2158,THA,1,2016,54,0.5185185185185185,26.0,170.0,66.0,3.0,0.0,15,45,6
2159,BER,1,1936,5,0.0,24.0,175.0,70.0,0.0,0.0,1,4,0
2160,BER,1,1948,12,0.1666666666666666,22.0,177.0,70.0,0.0,0.0,3,13,0
2161,BER,1,1952,6,0.3333333333333333,21.0,175.0,70.0,0.0,0.0,3,6,0
2162,BER,1,1956,3,0.0,36.0,173.0,72.0,0.0,0.0,1,1,0
2163,BER,1,1960,9,0.0,39.0,175.0,77.0,0.0,0.0,1,4,0
2164,BER,1,1964,4,0.0,26.0,177.0,73.0,0.0,0.0,1,2,0
2165,BER,1,1968,6,0.0,30.0,181.0,75.0,0.0,0.0,2,4,0
2166,BER,1,1972,9,0.0,30.0,176.0,77.0,0.0,0.0,3,4,0
2167,BER,1,1976,16,0.0625,25.0,177.0,74.0,0.0,0.0,3,12,1
2168,BER,1,1984,12,0.0833333333333333,26.0,182.0,75.0,0.0,0.0,5,10,0
2169,BER,1,1988,12,0.0833333333333333,29.0,178.0,72.0,0.0,0.0,6,12,0
2170,BER,1,1992,20,0.3,24.0,175.0,71.0,0.0,0.0,4,20,0
2171,BER,1,1996,9,0.2222222222222222,31.0,178.0,78.0,0.0,0.0,4,9,0
2172,BER,1,2000,6,0.3333333333333333,32.0,180.0,82.0,0.0,0.0,4,6,0
2173,BER,1,2004,10,0.5,32.0,177.0,76.0,0.0,0.0,6,7,0
2174,BER,1,2008,6,0.6666666666666666,24.0,174.0,65.0,0.0,0.0,4,6,0
2175,BER,1,2012,8,0.375,28.0,177.0,68.0,0.0,0.0,5,7,0
2176,BER,1,2016,8,0.5,26.0,175.0,70.0,0.0,0.0,5,8,0
2177,ANZ,1,1908,30,0.0,24.0,176.0,70.0,0.0,0.0,6,20,5
2178,ANZ,1,1912,25,0.08,25.0,176.0,71.0,5.0,1.0,4,17,7
2179,SCG,1,1996,68,0.1323529411764706,26.0,186.0,82.0,0.0,0.0,13,35,4
2180,SCG,1,2000,109,0.1559633027522936,26.0,188.0,83.0,4.0,1.0,14,50,3
2181,SCG,1,2004,85,0.0823529411764705,26.0,190.0,86.0,3.0,1.0,14,39,2
2182,SLE,1,1968,3,0.0,28.0,177.0,73.0,0.0,0.0,2,4,0
2183,SLE,1,1980,14,0.1428571428571428,23.0,181.0,61.0,0.0,0.0,2,16,0
2184,SLE,1,1984,7,0.1428571428571428,22.0,178.0,71.0,0.0,0.0,2,6,0
2185,SLE,1,1988,12,0.0833333333333333,23.0,177.0,73.0,0.0,0.0,4,14,0
2186,SLE,1,1992,11,0.1818181818181818,21.0,177.0,72.0,0.0,0.0,1,12,0
2187,SLE,1,1996,14,0.2857142857142857,24.0,177.0,74.0,0.0,0.0,3,10,0
2188,SLE,1,2000,3,0.3333333333333333,23.0,175.0,72.0,0.0,0.0,2,3,0
2189,SLE,1,2004,2,0.5,19.0,157.0,66.0,0.0,0.0,1,2,0
2190,SLE,1,2008,3,0.3333333333333333,21.0,161.0,55.0,0.0,0.0,2,3,0
2191,SLE,1,2012,2,0.5,26.0,181.0,74.0,0.0,0.0,1,2,0
2192,SLE,1,2016,4,0.5,23.0,172.0,75.0,0.0,0.0,2,4,0
2193,PNG,1,1976,6,0.0,24.0,168.0,58.0,0.0,0.0,3,8,0
2194,PNG,1,1984,7,0.4285714285714285,26.0,169.0,59.0,0.0,0.0,2,12,0
2195,PNG,1,1988,11,0.1818181818181818,25.0,169.0,63.0,0.0,0.0,4,15,0
2196,PNG,1,1992,13,0.0769230769230769,24.0,170.0,64.0,0.0,0.0,4,16,0
2197,PNG,1,1996,11,0.0,24.0,172.0,65.0,0.0,0.0,3,11,0
2198,PNG,1,2000,5,0.6,19.0,170.0,67.0,0.0,0.0,3,5,0
2199,PNG,1,2004,4,0.5,22.0,182.0,81.0,0.0,0.0,3,6,0
2200,PNG,1,2008,7,0.5714285714285714,25.0,176.0,72.0,0.0,0.0,5,9,0
2201,PNG,1,2012,8,0.5,25.0,169.0,69.0,0.0,0.0,5,8,0
2202,PNG,1,2016,8,0.25,27.0,172.0,65.0,0.0,0.0,6,8,0
2203,YEM,1,1992,8,0.0,20.0,173.0,67.0,0.0,0.0,2,8,0
2204,YEM,1,1996,4,0.0,25.0,169.0,63.0,0.0,0.0,2,4,0
2205,YEM,1,2000,2,0.5,25.0,172.0,61.0,0.0,0.0,1,2,0
2206,YEM,1,2004,3,0.0,20.0,169.0,65.0,0.0,0.0,3,3,0
2207,YEM,1,2008,5,0.2,22.0,167.0,58.0,0.0,0.0,4,8,0
2208,YEM,1,2012,4,0.25,20.0,169.0,58.0,0.0,0.0,3,4,0
2209,YEM,1,2016,3,0.3333333333333333,20.0,170.0,66.0,0.0,0.0,3,3,0
2210,IOA,1,1992,58,0.3275862068965517,24.0,178.0,73.0,0.0,0.0,13,54,3
2211,IOA,1,2000,4,0.25,27.0,157.0,53.0,0.0,0.0,3,4,0
2212,IOA,1,2012,4,0.25,25.0,179.0,70.0,0.0,0.0,3,4,0
2213,IOA,1,2016,9,0.1111111111111111,35.0,177.0,81.0,0.0,0.0,3,6,2
2214,OMA,1,1984,16,0.0,23.0,168.0,67.0,0.0,0.0,3,14,0
2215,OMA,1,1988,8,0.0,25.0,170.0,65.0,0.0,0.0,3,9,0
2216,OMA,1,1992,5,0.0,27.0,172.0,64.0,0.0,0.0,2,5,0
2217,OMA,1,1996,4,0.0,26.0,175.0,69.0,0.0,0.0,4,5,0
2218,OMA,1,2000,6,0.0,29.0,172.0,69.0,0.0,0.0,3,5,0
2219,OMA,1,2004,2,0.0,31.0,166.0,63.0,0.0,0.0,2,2,0
2220,OMA,1,2008,4,0.25,27.0,170.0,66.0,0.0,0.0,3,4,0
2221,OMA,1,2012,3,0.3333333333333333,24.0,169.0,66.0,0.0,0.0,2,3,0
2222,OMA,1,2016,4,0.5,26.0,172.0,70.0,0.0,0.0,2,4,0
2223,FIJ,1,1956,5,0.0,23.0,179.0,74.0,0.0,0.0,3,4,0
2224,FIJ,1,1960,2,0.0,25.0,188.0,82.0,0.0,0.0,1,3,0
2225,FIJ,1,1968,1,0.0,36.0,175.0,70.0,0.0,0.0,1,1,0
2226,FIJ,1,1972,2,0.0,24.0,168.0,65.0,0.0,0.0,1,4,0
2227,FIJ,1,1976,2,0.5,24.0,172.0,65.0,0.0,0.0,1,5,0
2228,FIJ,1,1984,14,0.2142857142857142,26.0,178.0,75.0,0.0,0.0,5,22,0
2229,FIJ,1,1988,23,0.1739130434782608,24.0,177.0,71.0,0.0,0.0,5,31,0
2230,FIJ,1,1992,18,0.2222222222222222,23.0,178.0,76.0,0.0,0.0,4,32,0
2231,FIJ,1,1996,17,0.1764705882352941,24.0,177.0,78.0,0.0,0.0,5,14,0
2232,FIJ,1,2000,7,0.4285714285714285,25.0,177.0,80.0,0.0,0.0,5,9,0
2233,FIJ,1,2004,8,0.5,27.0,178.0,79.0,0.0,0.0,6,9,0
2234,FIJ,1,2008,6,0.3333333333333333,31.0,181.0,77.0,0.0,0.0,5,6,0
2235,FIJ,1,2012,9,0.3333333333333333,26.0,176.0,80.0,0.0,0.0,6,9,0
2236,FIJ,1,2016,53,0.320754716981132,25.0,178.0,81.0,0.0,0.0,10,14,1
2237,VAN,1,1988,4,0.25,23.0,168.0,62.0,0.0,0.0,2,6,0
2238,VAN,1,1992,6,0.3333333333333333,22.0,171.0,64.0,0.0,0.0,1,8,0
2239,VAN,1,1996,4,0.25,26.0,167.0,61.0,0.0,0.0,1,4,0
2240,VAN,1,2000,3,0.3333333333333333,39.0,170.0,66.0,0.0,0.0,2,3,0
2241,VAN,1,2004,2,0.5,18.0,166.0,64.0,0.0,0.0,1,2,0
2242,VAN,1,2008,3,0.6666666666666666,21.0,168.0,70.0,0.0,0.0,2,3,0
2243,VAN,1,2012,5,0.4,25.0,172.0,73.0,0.0,0.0,3,5,0
2244,VAN,1,2016,4,0.0,23.0,177.0,71.0,0.0,0.0,4,4,0
2245,MDA,1,1996,40,0.125,25.0,177.0,72.0,0.0,0.0,10,41,2
2246,MDA,1,2000,34,0.1470588235294117,25.0,177.0,74.0,2.0,0.0,7,34,2
2247,MDA,1,2004,33,0.2121212121212121,26.0,179.0,77.0,2.0,0.0,8,31,0
2248,MDA,1,2008,29,0.2758620689655172,28.0,178.0,78.0,0.0,0.0,8,28,1
2249,MDA,1,2012,20,0.4,25.0,177.0,74.0,1.0,0.0,9,19,2
2250,MDA,1,2016,23,0.391304347826087,27.0,178.0,82.0,2.0,0.0,9,22,0
2251,YUG,1,1920,15,0.0,23.0,175.0,70.0,0.0,0.0,1,1,0
2252,YUG,1,1924,42,0.0,25.0,176.0,71.0,0.0,0.0,9,27,2
2253,YUG,1,1928,34,0.0,26.0,176.0,70.0,2.0,2.0,6,21,5
2254,YUG,1,1932,1,0.0,34.0,192.0,85.0,5.0,1.0,1,1,0
2255,YUG,1,1936,93,0.1612903225806451,26.0,176.0,71.0,0.0,0.0,13,59,1
2256,YUG,1,1948,90,0.1222222222222222,29.0,176.0,71.0,1.0,0.0,8,35,2
2257,YUG,1,1952,87,0.1149425287356321,26.0,175.0,70.0,2.0,0.0,11,48,3
2258,YUG,1,1956,35,0.0857142857142857,25.0,177.0,75.0,3.0,1.0,8,16,3
2259,YUG,1,1960,116,0.0775862068965517,25.0,176.0,73.0,3.0,0.0,14,64,2
2260,YUG,1,1964,75,0.04,25.0,177.0,76.0,2.0,1.0,9,32,5
2261,YUG,1,1968,69,0.144927536231884,25.0,175.0,72.0,5.0,2.0,11,54,8
2262,YUG,1,1972,126,0.1031746031746031,25.0,176.0,72.0,8.0,3.0,15,73,5
2263,YUG,1,1976,88,0.0568181818181818,25.0,186.0,83.0,5.0,2.0,14,52,8
2264,YUG,1,1980,164,0.1707317073170731,25.0,184.0,80.0,8.0,2.0,17,69,9
2265,YUG,1,1984,139,0.2446043165467626,25.0,183.0,79.0,9.0,2.0,16,53,18
2266,YUG,1,1988,155,0.2451612903225806,24.0,183.0,78.0,18.0,7.0,18,72,12
2267,BAH,1,1952,7,0.0,33.0,181.0,81.0,0.0,0.0,1,3,0
2268,BAH,1,1956,4,0.0,29.0,182.0,86.0,0.0,0.0,2,4,1
2269,BAH,1,1960,13,0.0,32.0,178.0,81.0,1.0,0.0,2,8,0
2270,BAH,1,1964,11,0.0,33.0,177.0,78.0,0.0,0.0,2,6,1
2271,BAH,1,1968,16,0.0,28.0,180.0,79.0,1.0,1.0,3,12,0
2272,BAH,1,1972,20,0.05,28.0,182.0,76.0,0.0,0.0,4,13,0
2273,BAH,1,1976,11,0.0909090909090909,24.0,180.0,74.0,0.0,0.0,3,13,0
2274,BAH,1,1984,22,0.2272727272727272,23.0,178.0,70.0,0.0,0.0,4,23,0
2275,BAH,1,1988,16,0.25,27.0,178.0,74.0,0.0,0.0,5,15,0
2276,BAH,1,1992,14,0.1428571428571428,25.0,180.0,76.0,0.0,0.0,4,13,1
2277,BAH,1,1996,26,0.2692307692307692,28.0,177.0,73.0,1.0,0.0,4,17,1
2278,BAH,1,2000,25,0.36,27.0,176.0,73.0,1.0,0.0,3,18,3
2279,BAH,1,2004,22,0.4090909090909091,26.0,175.0,73.0,3.0,2.0,3,18,2
2280,BAH,1,2008,25,0.36,26.0,176.0,71.0,2.0,1.0,4,22,2
2281,BAH,1,2012,21,0.4285714285714285,26.0,177.0,69.0,2.0,0.0,2,16,1
2282,BAH,1,2016,29,0.4137931034482758,26.0,177.0,69.0,1.0,1.0,3,20,2
2283,GUA,1,1932,1,1.0,27.0,175.0,70.0,0.0,0.0,1,1,0
2284,GUA,1,1952,21,0.0476190476190476,27.0,174.0,71.0,0.0,0.0,6,26,0
2285,GUA,1,1968,48,0.0208333333333333,26.0,171.0,65.0,0.0,0.0,8,37,0
2286,GUA,1,1972,8,0.0,27.0,169.0,58.0,0.0,0.0,3,10,0
2287,GUA,1,1976,28,0.0714285714285714,25.0,174.0,67.0,0.0,0.0,5,8,0
2288,GUA,1,1980,10,0.0,29.0,176.0,71.0,0.0,0.0,5,7,0
2289,GUA,1,1984,24,0.1666666666666666,20.0,173.0,65.0,0.0,0.0,9,40,0
2290,GUA,1,1988,28,0.1071428571428571,25.0,169.0,62.0,0.0,0.0,8,16,0
2291,GUA,1,1992,14,0.1428571428571428,19.0,175.0,69.0,0.0,0.0,7,27,0
